timestamp,station_id,station_name,latitude,longitude,pm2_5,pm10,no2,so2,co,o3,nh3,aqi,aqi_category,primary_pollutant,data_source,data_quality
2026-08-26 09:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,90.1,171.1,58.9,10.9,2.04,27.8,22.8,201,Poor,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,67.2,133.5,46.1,8.9,1.44,37.6,20.7,125,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,106.1,213.3,73.4,22.2,2.54,24.7,37.7,254,Poor,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,77.5,156.9,54.5,9.4,1.82,30.8,20.2,159,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,78.8,161.5,52.2,10.8,1.72,36.7,21.6,163,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,51.1,101.3,38.0,7.1,1.15,38.2,16.1,102,Moderate,PM10,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,41.8,83.1,29.9,5.6,0.98,39.4,13.1,83,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,84.4,165.5,62.1,12.2,2.15,25.7,24.4,182,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,49.3,97.9,33.9,6.6,1.04,38.0,15.6,98,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,92.6,183.4,64.5,11.3,2.17,32.2,24.7,210,Poor,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,46.5,90.7,32.5,6.0,1.03,50.9,14.2,91,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,46.5,91.5,32.3,5.7,1.03,39.6,14.3,92,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,72.5,144.3,48.6,9.3,1.53,38.3,19.5,142,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 09:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,81.0,162.5,56.9,10.8,1.85,30.4,21.6,170,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,99.6,189.3,65.2,12.6,2.26,34.5,26.4,233,Poor,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,60.6,120.5,41.6,8.5,1.3,38.2,19.6,115,Moderate,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,110.8,222.9,76.7,24.4,2.66,29.1,41.3,270,Poor,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,71.0,143.6,49.9,9.0,1.66,31.7,19.4,137,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,77.5,159.0,51.4,11.2,1.69,40.6,22.3,159,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,48.2,95.6,35.9,7.0,1.08,40.4,15.9,96,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,48.1,95.6,34.4,6.8,1.12,51.0,15.8,96,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,81.7,160.1,60.1,12.4,2.08,28.0,24.8,173,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,44.8,89.1,30.8,6.3,0.95,38.8,14.9,89,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,81.1,160.8,56.5,10.4,1.9,31.7,22.7,171,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,42.4,82.6,29.6,5.8,0.94,52.2,13.6,83,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,44.6,87.8,31.0,5.8,0.99,42.7,14.4,88,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,68.6,136.6,46.0,9.2,1.45,40.7,19.4,129,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 10:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,78.9,158.4,55.4,11.0,1.81,33.3,22.1,163,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,79.9,151.7,52.2,11.2,1.81,35.0,23.5,167,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,55.0,109.3,37.7,8.5,1.17,43.7,19.8,107,Moderate,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,87.2,175.2,60.3,21.3,2.09,28.9,36.1,191,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,72.0,145.8,50.6,10.2,1.69,40.7,21.9,141,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,57.4,117.7,38.0,9.2,1.25,38.0,18.4,113,Moderate,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,50.3,99.7,37.4,8.1,1.13,53.3,18.4,100,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,39.9,79.3,28.6,6.2,0.93,53.4,14.6,80,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,80.5,157.8,59.2,13.6,2.05,34.8,27.1,169,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,45.9,91.1,31.5,7.1,0.97,50.2,17.0,91,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,76.5,151.5,53.3,10.9,1.8,37.8,23.8,155,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,35.5,69.2,24.8,5.4,0.79,55.1,12.6,70,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,38.1,75.0,26.4,5.5,0.85,46.1,13.7,76,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,62.4,124.2,41.8,9.3,1.31,46.8,19.6,117,Moderate,PM10,DEMO,SIMULATED
2026-08-26 11:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,68.4,137.3,48.1,10.6,1.57,36.5,21.3,129,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,72.0,136.7,47.1,11.1,1.63,40.6,23.2,141,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,53.0,105.2,36.3,9.0,1.13,54.3,20.9,104,Moderate,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,87.5,175.8,60.5,23.4,2.1,37.4,39.7,192,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,60.7,122.8,42.7,9.4,1.42,44.2,20.2,116,Moderate,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,56.0,114.9,37.1,9.8,1.22,47.9,19.6,111,Moderate,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,41.6,82.4,30.9,7.4,0.93,56.9,16.7,83,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,35.5,70.6,25.4,6.1,0.83,61.3,14.2,71,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,67.6,132.5,49.7,12.5,1.72,37.7,24.9,126,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,37.0,73.5,25.5,6.3,0.78,52.2,15.0,74,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,66.5,131.8,46.3,10.3,1.56,42.4,22.6,122,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,36.3,70.7,25.3,6.0,0.81,72.7,14.1,73,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,39.4,77.6,27.4,6.2,0.88,61.5,15.5,78,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,59.7,118.8,40.0,9.7,1.26,57.8,20.5,113,Moderate,PM10,DEMO,SIMULATED
2026-08-26 12:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,66.2,133.0,46.5,11.3,1.52,45.6,22.5,123,Moderate,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,68.8,130.7,45.0,11.0,1.56,46.5,23.1,130,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,47.9,95.2,32.9,8.5,1.02,58.9,19.7,95,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,72.3,145.4,50.0,20.2,1.73,37.0,34.2,142,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,58.0,117.5,40.8,9.4,1.36,50.6,20.1,113,Moderate,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,55.1,112.9,36.5,10.1,1.2,56.3,20.1,110,Moderate,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,41.3,81.8,30.7,7.6,0.93,67.6,17.3,82,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,35.8,71.1,25.6,6.4,0.84,74.0,14.9,75,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,67.1,131.5,49.4,12.9,1.71,44.9,25.8,124,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,37.9,75.3,26.1,6.7,0.8,64.1,16.0,76,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,61.1,121.1,42.6,9.9,1.43,46.6,21.7,115,Moderate,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,31.8,62.0,22.2,5.5,0.71,76.4,12.9,77,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,39.4,77.7,27.4,6.5,0.88,73.7,16.2,78,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,56.1,111.7,37.6,9.5,1.18,65.1,20.1,109,Moderate,PM10,DEMO,SIMULATED
2026-08-26 13:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,58.0,116.4,40.7,10.3,1.33,47.8,20.5,112,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,64.9,123.4,42.5,10.5,1.47,46.9,22.1,117,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,47.1,93.5,32.3,8.4,1.01,61.8,19.6,94,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,81.5,163.9,56.4,23.0,1.96,44.5,39.0,172,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,57.9,117.3,40.7,9.5,1.36,54.0,20.3,112,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,58.7,120.4,38.9,10.8,1.28,64.1,21.7,114,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,42.2,83.6,31.4,7.9,0.95,73.7,17.9,84,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,35.5,70.6,25.4,6.4,0.83,78.4,15.0,79,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,63.1,123.7,46.4,12.3,1.61,45.1,24.6,117,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,35.6,70.8,24.5,6.4,0.75,64.3,15.2,71,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,58.0,114.9,40.4,9.5,1.36,47.2,20.8,111,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,30.0,58.4,20.9,5.2,0.67,76.9,12.3,77,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,35.9,70.7,24.9,6.0,0.8,71.6,14.9,72,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,56.0,111.5,37.5,9.6,1.18,69.3,20.3,109,Moderate,PM10,DEMO,SIMULATED
2026-08-26 14:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,56.1,112.6,39.4,10.1,1.28,49.4,20.1,109,Moderate,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,69.5,132.1,45.5,11.3,1.57,47.6,23.7,132,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,48.1,95.5,33.0,8.6,1.03,59.9,20.0,96,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,74.5,149.7,51.5,21.0,1.79,38.6,35.7,149,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,62.2,125.9,43.7,10.2,1.46,55.0,21.8,118,Moderate,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,55.1,113.0,36.5,10.2,1.2,57.1,20.4,110,Moderate,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,38.1,75.4,28.3,7.1,0.86,63.1,16.1,76,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,35.3,70.3,25.3,6.4,0.83,74.1,15.0,75,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,60.1,117.8,44.2,11.7,1.53,40.7,23.4,113,Moderate,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,39.8,79.0,27.3,7.1,0.84,68.1,17.0,79,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,67.4,133.7,47.0,11.1,1.58,52.1,24.2,125,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,29.1,56.7,20.3,5.1,0.65,70.7,12.0,71,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,35.5,69.9,24.7,5.9,0.79,67.2,14.8,71,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,48.9,97.3,32.8,8.4,1.03,57.4,17.8,97,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 15:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,66.9,134.3,47.0,12.0,1.53,55.9,24.0,124,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,71.4,135.6,46.7,11.5,1.62,42.3,24.2,139,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,42.9,85.2,29.4,7.6,0.92,46.2,17.7,85,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,75.8,152.3,52.4,21.3,1.82,34.0,36.1,153,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,64.4,130.3,45.2,10.5,1.51,49.2,22.5,121,Moderate,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,55.0,112.7,36.4,10.1,1.2,49.3,20.2,109,Moderate,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,42.8,84.8,31.8,8.0,0.96,61.4,18.0,85,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,35.6,70.8,25.5,6.4,0.83,64.6,15.0,71,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,73.6,144.3,54.2,14.3,1.88,43.2,28.5,146,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,38.8,77.1,26.7,6.9,0.82,57.5,16.5,78,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,70.1,139.0,48.8,11.4,1.65,46.9,25.1,134,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,34.2,66.7,23.9,5.9,0.76,72.1,14.0,73,Satisfactory,O3,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,37.1,73.0,25.7,6.1,0.82,60.7,15.3,74,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,54.9,109.3,36.8,9.4,1.16,55.8,19.8,107,Moderate,PM10,DEMO,SIMULATED
2026-08-26 16:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,61.7,123.8,43.3,11.0,1.41,44.6,22.0,117,Moderate,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,77.7,147.5,50.8,12.3,1.76,38.1,25.7,159,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,48.7,96.8,33.4,8.5,1.04,43.5,19.7,97,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,88.2,177.3,61.0,24.2,2.12,32.8,41.0,194,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,64.6,130.8,45.4,10.3,1.51,41.0,22.0,121,Moderate,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,56.5,115.9,37.5,10.1,1.23,42.0,20.3,111,Moderate,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,39.3,77.9,29.3,7.1,0.88,46.8,16.2,78,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,33.5,66.6,24.0,5.9,0.78,50.4,13.8,67,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,70.6,138.4,51.9,13.4,1.8,34.3,26.7,136,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,41.1,81.6,28.2,7.2,0.87,50.4,17.1,82,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,66.2,131.1,46.1,10.5,1.55,36.7,23.1,122,Moderate,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,33.3,65.0,23.3,5.6,0.74,58.1,13.3,66,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,35.5,69.8,24.6,5.7,0.79,48.1,14.3,70,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,49.3,98.1,33.0,8.2,1.04,41.5,17.4,98,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 17:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,60.4,121.3,42.4,10.5,1.38,36.2,21.1,115,Moderate,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,74.2,140.9,48.5,11.0,1.68,30.0,23.0,148,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,49.6,98.6,34.0,8.1,1.06,36.5,18.8,99,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST03,Peenya Industrial Area,13.0285,77.5197,87.9,176.6,60.8,22.6,2.11,26.9,38.3,193,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST04,Hebbal CAAQMS,13.0358,77.597,61.0,123.5,42.9,9.1,1.43,31.9,19.5,117,Moderate,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST05,Whitefield Export Promotion Industrial Park,12.9815,77.7289,57.4,117.6,38.0,9.7,1.25,35.1,19.3,113,Moderate,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST06,Indiranagar 100ft Road,12.9784,77.6408,45.8,90.7,34.1,7.8,1.03,44.9,17.7,91,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST07,Jayanagar 4th Block,12.9299,77.5826,39.2,78.0,28.1,6.5,0.92,48.6,15.1,78,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST08,City Railway Station / Majestic,12.9778,77.5713,66.9,131.2,49.2,11.9,1.71,26.8,23.7,124,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),12.9912,77.5456,40.8,81.1,28.1,6.7,0.86,41.3,15.9,81,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),12.9352,77.6894,70.9,140.5,49.4,10.6,1.66,32.4,23.2,137,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),12.9388,77.5936,34.1,66.5,23.8,5.4,0.76,49.0,12.8,67,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST12,Yelahanka New Town,13.1007,77.5963,37.3,73.4,25.9,5.6,0.83,41.7,14.1,74,Satisfactory,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST13,Electronic City Phase 1,12.8452,77.6602,56.5,112.6,37.9,8.9,1.19,39.3,18.7,109,Moderate,PM10,DEMO,SIMULATED
2026-08-26 18:00:00,BLR_ST14,Mysore Road / Nayandahalli,12.9463,77.5255,72.8,146.1,51.1,11.9,1.67,35.9,23.8,143,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 19:00:00,BLR_ST01,Silk Board Junction,12.9176,77.6238,88.4,168.0,57.8,11.7,2.0,29.9,24.5,195,Moderate,PM2.5,DEMO,SIMULATED
2026-08-26 19:00:00,BLR_ST02,BTM Layout CAAQMS,12.9135,77.6101,59.9,118.9,41.1,8.7,1.28,36.8,20.3,113,Moderate,PM10,DEMO,SIMULATED
