month,station_id,station_name,season,monthly_mean_aqi,monthly_mean_pm25,monthly_mean_pm10,good_days,moderate_days,unhealthy_days,aqi_category,primary_pollutant,data_source,data_quality
2024-02,BLR_ST12,Yelahanka New Town,Winter,107,54.8,108.8,20,13,0,Moderate,PM10,DEMO,SIMULATED
2024-02,BLR_ST13,Electronic City Phase 1,Winter,148,74.3,137.2,14,17,0,Moderate,PM2.5,DEMO,SIMULATED
2024-02,BLR_ST14,Mysore Road / Nayandahalli,Winter,194,88.2,182.3,8,13,9,Moderate,PM2.5,DEMO,SIMULATED
2024-03,BLR_ST01,Silk Board Junction,Summer,160,78.0,139.6,12,15,3,Moderate,PM2.5,DEMO,SIMULATED
2024-03,BLR_ST02,BTM Layout CAAQMS,Summer,96,55.0,95.5,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST03,Peenya Industrial Area,Summer,222,96.3,165.1,7,16,7,Poor,PM2.5,DEMO,SIMULATED
2024-03,BLR_ST04,Hebbal CAAQMS,Summer,126,65.9,137.7,18,14,0,Moderate,PM10,DEMO,SIMULATED
2024-03,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,121,61.5,130.2,18,17,0,Moderate,PM10,DEMO,SIMULATED
2024-03,BLR_ST06,Indiranagar 100ft Road,Summer,89,43.9,88.6,20,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST07,Jayanagar 4th Block,Summer,74,36.9,73.9,22,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST08,City Railway Station / Majestic,Summer,158,77.4,156.1,16,14,0,Moderate,PM2.5,DEMO,SIMULATED
2024-03,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,79,44.4,78.6,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,152,75.6,139.7,16,15,0,Moderate,PM2.5,DEMO,SIMULATED
2024-03,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,70,36.9,69.8,23,14,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST12,Yelahanka New Town,Summer,76,41.9,75.3,20,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-03,BLR_ST13,Electronic City Phase 1,Summer,110,59.0,113.9,18,14,0,Moderate,PM10,DEMO,SIMULATED
2024-03,BLR_ST14,Mysore Road / Nayandahalli,Summer,125,65.8,137.0,16,14,0,Moderate,PM10,DEMO,SIMULATED
2024-04,BLR_ST01,Silk Board Junction,Summer,166,79.6,149.9,14,18,0,Moderate,PM2.5,DEMO,SIMULATED
2024-04,BLR_ST02,BTM Layout CAAQMS,Summer,95,54.4,95.2,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST03,Peenya Industrial Area,Summer,198,89.3,169.3,8,16,6,Moderate,PM2.5,DEMO,SIMULATED
2024-04,BLR_ST04,Hebbal CAAQMS,Summer,128,68.3,132.5,19,15,0,Moderate,PM2.5,DEMO,SIMULATED
2024-04,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,113,63.2,118.7,19,18,0,Moderate,PM10,DEMO,SIMULATED
2024-04,BLR_ST06,Indiranagar 100ft Road,Summer,85,45.8,84.9,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST07,Jayanagar 4th Block,Summer,79,38.2,78.8,24,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST08,City Railway Station / Majestic,Summer,167,80.1,139.8,15,18,0,Moderate,PM2.5,DEMO,SIMULATED
2024-04,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,80,42.5,79.3,20,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,135,70.2,131.9,17,16,0,Moderate,PM2.5,DEMO,SIMULATED
2024-04,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,71,36.5,70.4,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST12,Yelahanka New Town,Summer,75,40.8,74.4,24,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-04,BLR_ST13,Electronic City Phase 1,Summer,106,57.8,108.2,19,13,0,Moderate,PM10,DEMO,SIMULATED
2024-04,BLR_ST14,Mysore Road / Nayandahalli,Summer,147,73.9,141.5,14,12,4,Moderate,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST01,Silk Board Junction,Summer,160,77.8,148.9,14,15,1,Moderate,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST02,BTM Layout CAAQMS,Summer,106,53.0,108.3,19,15,0,Moderate,PM10,DEMO,SIMULATED
2024-05,BLR_ST03,Peenya Industrial Area,Summer,218,95.3,163.7,6,18,6,Poor,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST04,Hebbal CAAQMS,Summer,142,72.5,126.8,15,18,0,Moderate,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,118,63.2,126.3,17,13,0,Moderate,PM10,DEMO,SIMULATED
2024-05,BLR_ST06,Indiranagar 100ft Road,Summer,85,49.7,84.7,22,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-05,BLR_ST07,Jayanagar 4th Block,Summer,82,36.8,81.3,20,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-05,BLR_ST08,City Railway Station / Majestic,Summer,171,81.1,143.8,10,13,7,Moderate,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,87,43.8,87.1,23,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-05,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,168,80.3,140.1,13,14,3,Moderate,PM2.5,DEMO,SIMULATED
2024-05,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,71,34.7,70.7,24,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-05,BLR_ST12,Yelahanka New Town,Summer,79,39.5,78.5,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-05,BLR_ST13,Electronic City Phase 1,Summer,106,59.5,107.2,18,12,0,Moderate,PM10,DEMO,SIMULATED
2024-05,BLR_ST14,Mysore Road / Nayandahalli,Summer,129,68.4,135.1,15,13,2,Moderate,PM2.5,DEMO,SIMULATED
2024-06,BLR_ST01,Silk Board Junction,Monsoon,98,55.9,97.9,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST02,BTM Layout CAAQMS,Monsoon,72,33.9,71.9,24,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST03,Peenya Industrial Area,Monsoon,113,61.7,118.0,17,14,0,Moderate,PM10,DEMO,SIMULATED
2024-06,BLR_ST04,Hebbal CAAQMS,Monsoon,84,47.1,83.5,22,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,80,42.9,79.2,20,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST06,Indiranagar 100ft Road,Monsoon,55,29.6,54.0,26,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST07,Jayanagar 4th Block,Monsoon,49,24.2,48.9,25,16,0,Good,PM10,DEMO,SIMULATED
2024-06,BLR_ST08,City Railway Station / Majestic,Monsoon,98,52.6,97.8,21,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,57,27.2,55.7,24,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,97,45.5,96.9,21,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,23.6,42.7,26,13,0,Good,O3,DEMO,SIMULATED
2024-06,BLR_ST12,Yelahanka New Town,Monsoon,52,27.5,51.4,24,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST13,Electronic City Phase 1,Monsoon,80,39.2,79.2,24,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-06,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,83,46.6,82.3,20,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST01,Silk Board Junction,Monsoon,93,51.6,92.9,20,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST02,BTM Layout CAAQMS,Monsoon,69,32.5,68.4,24,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST03,Peenya Industrial Area,Monsoon,105,56.8,105.8,19,18,0,Moderate,PM10,DEMO,SIMULATED
2024-07,BLR_ST04,Hebbal CAAQMS,Monsoon,85,46.0,84.5,19,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,86,44.7,85.4,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST06,Indiranagar 100ft Road,Monsoon,60,31.1,59.5,23,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST07,Jayanagar 4th Block,Monsoon,48,24.9,48.3,25,12,0,Good,PM10,DEMO,SIMULATED
2024-07,BLR_ST08,City Railway Station / Majestic,Monsoon,96,47.1,96.4,18,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,52,30.6,51.3,22,13,0,Satisfactory,PM2.5,DEMO,SIMULATED
2024-07,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,87,45.2,86.6,19,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,24.3,43.4,26,16,0,Good,O3,DEMO,SIMULATED
2024-07,BLR_ST12,Yelahanka New Town,Monsoon,53,27.7,51.7,22,14,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST13,Electronic City Phase 1,Monsoon,78,37.7,77.4,20,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-07,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,95,47.4,94.5,18,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST01,Silk Board Junction,Monsoon,93,56.0,89.8,22,17,0,Satisfactory,PM2.5,DEMO,SIMULATED
2024-08,BLR_ST02,BTM Layout CAAQMS,Monsoon,67,37.8,66.0,23,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST03,Peenya Industrial Area,Monsoon,115,61.8,120.5,18,16,0,Moderate,PM10,DEMO,SIMULATED
2024-08,BLR_ST04,Hebbal CAAQMS,Monsoon,81,41.8,81.1,21,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,87,44.6,87.2,19,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST06,Indiranagar 100ft Road,Monsoon,58,31.4,57.4,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST07,Jayanagar 4th Block,Monsoon,47,25.9,47.0,24,16,0,Good,PM10,DEMO,SIMULATED
2024-08,BLR_ST08,City Railway Station / Majestic,Monsoon,93,52.3,92.7,18,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,54,29.2,52.8,25,17,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,97,49.6,96.7,19,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,22.6,43.5,25,17,0,Good,O3,DEMO,SIMULATED
2024-08,BLR_ST12,Yelahanka New Town,Monsoon,56,25.7,55.1,25,14,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST13,Electronic City Phase 1,Monsoon,76,42.0,75.4,22,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-08,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,92,45.3,92.1,21,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST01,Silk Board Junction,Monsoon,98,55.3,98.2,22,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST02,BTM Layout CAAQMS,Monsoon,70,33.7,69.8,23,14,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST03,Peenya Industrial Area,Monsoon,115,64.3,113.6,19,12,0,Moderate,PM2.5,DEMO,SIMULATED
2024-09,BLR_ST04,Hebbal CAAQMS,Monsoon,94,46.8,93.8,22,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,88,41.7,87.7,21,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST06,Indiranagar 100ft Road,Monsoon,56,29.3,54.6,24,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST07,Jayanagar 4th Block,Monsoon,53,27.0,52.4,24,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST08,City Railway Station / Majestic,Monsoon,95,50.4,95.0,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,55,26.7,53.7,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,97,46.5,96.8,19,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,22.9,42.8,27,15,0,Good,O3,DEMO,SIMULATED
2024-09,BLR_ST12,Yelahanka New Town,Monsoon,49,27.5,48.7,23,17,0,Good,PM10,DEMO,SIMULATED
2024-09,BLR_ST13,Electronic City Phase 1,Monsoon,75,38.3,74.6,23,18,0,Satisfactory,PM10,DEMO,SIMULATED
2024-09,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,91,49.2,91.3,18,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST01,Silk Board Junction,Post-Monsoon,222,96.3,157.8,9,15,6,Poor,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST02,BTM Layout CAAQMS,Post-Monsoon,107,58.2,109.7,19,14,0,Moderate,PM10,DEMO,SIMULATED
2024-10,BLR_ST03,Peenya Industrial Area,Post-Monsoon,274,112.0,200.1,1,18,11,Poor,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST04,Hebbal CAAQMS,Post-Monsoon,177,83.1,159.7,14,12,4,Moderate,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST05,Whitefield Export Promotion Industrial Park,Post-Monsoon,150,75.0,146.4,13,14,3,Moderate,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST06,Indiranagar 100ft Road,Post-Monsoon,98,53.6,97.9,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST07,Jayanagar 4th Block,Post-Monsoon,89,44.3,89.1,20,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST08,City Railway Station / Majestic,Post-Monsoon,205,91.3,179.0,10,18,2,Poor,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Post-Monsoon,96,51.2,95.5,19,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Post-Monsoon,175,82.3,158.1,11,14,5,Moderate,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Post-Monsoon,79,39.2,78.9,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST12,Yelahanka New Town,Post-Monsoon,84,47.2,84.0,23,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-10,BLR_ST13,Electronic City Phase 1,Post-Monsoon,143,72.6,124.2,14,15,1,Moderate,PM2.5,DEMO,SIMULATED
2024-10,BLR_ST14,Mysore Road / Nayandahalli,Post-Monsoon,175,82.4,155.7,14,13,3,Moderate,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST01,Silk Board Junction,Post-Monsoon,218,95.1,184.0,10,13,7,Poor,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST02,BTM Layout CAAQMS,Post-Monsoon,110,59.8,113.7,20,14,0,Moderate,PM10,DEMO,SIMULATED
2024-11,BLR_ST03,Peenya Industrial Area,Post-Monsoon,263,108.7,204.7,1,17,12,Poor,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST04,Hebbal CAAQMS,Post-Monsoon,162,78.6,150.3,12,14,4,Moderate,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST05,Whitefield Export Promotion Industrial Park,Post-Monsoon,139,71.6,147.0,16,13,1,Moderate,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST06,Indiranagar 100ft Road,Post-Monsoon,103,57.6,102.7,20,16,0,Moderate,PM10,DEMO,SIMULATED
2024-11,BLR_ST07,Jayanagar 4th Block,Post-Monsoon,80,43.0,80.1,21,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-11,BLR_ST08,City Railway Station / Majestic,Post-Monsoon,206,91.4,156.7,7,12,11,Poor,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Post-Monsoon,92,52.3,91.5,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-11,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Post-Monsoon,202,90.2,169.0,7,14,9,Poor,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Post-Monsoon,74,43.3,73.1,23,15,0,Satisfactory,PM10,DEMO,SIMULATED
2024-11,BLR_ST12,Yelahanka New Town,Post-Monsoon,86,44.3,85.8,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-11,BLR_ST13,Electronic City Phase 1,Post-Monsoon,122,66.3,132.5,17,16,0,Moderate,PM2.5,DEMO,SIMULATED
2024-11,BLR_ST14,Mysore Road / Nayandahalli,Post-Monsoon,172,81.4,161.7,11,17,2,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST01,Silk Board Junction,Winter,265,109.3,176.9,5,17,8,Poor,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST02,BTM Layout CAAQMS,Winter,136,70.5,127.6,14,14,2,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST03,Peenya Industrial Area,Winter,277,113.1,234.6,2,12,16,Poor,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST04,Hebbal CAAQMS,Winter,197,89.1,185.1,8,15,7,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,183,84.7,165.5,11,18,1,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST06,Indiranagar 100ft Road,Winter,107,56.3,109.6,20,13,0,Moderate,PM10,DEMO,SIMULATED
2024-12,BLR_ST07,Jayanagar 4th Block,Winter,97,55.2,97.3,18,14,0,Satisfactory,PM10,DEMO,SIMULATED
2024-12,BLR_ST08,City Railway Station / Majestic,Winter,233,99.7,189.5,4,13,13,Poor,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,111,54.0,115.3,20,17,0,Moderate,PM10,DEMO,SIMULATED
2024-12,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,195,88.5,173.6,12,14,4,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,87,46.0,86.3,20,12,0,Satisfactory,PM10,DEMO,SIMULATED
2024-12,BLR_ST12,Yelahanka New Town,Winter,99,52.7,98.9,20,13,0,Satisfactory,PM10,DEMO,SIMULATED
2024-12,BLR_ST13,Electronic City Phase 1,Winter,182,84.5,159.9,11,18,1,Moderate,PM2.5,DEMO,SIMULATED
2024-12,BLR_ST14,Mysore Road / Nayandahalli,Winter,185,85.4,168.7,12,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST01,Silk Board Junction,Winter,281,114.3,205.3,1,13,16,Poor,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST02,BTM Layout CAAQMS,Winter,128,66.3,141.3,16,12,2,Moderate,PM10,DEMO,SIMULATED
2025-01,BLR_ST03,Peenya Industrial Area,Winter,303,123.2,228.2,1,18,11,Very Poor,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST04,Hebbal CAAQMS,Winter,206,91.4,165.3,8,16,6,Poor,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,160,78.0,173.5,16,14,0,Moderate,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST06,Indiranagar 100ft Road,Winter,105,59.6,106.7,18,16,0,Moderate,PM10,DEMO,SIMULATED
2025-01,BLR_ST07,Jayanagar 4th Block,Winter,102,51.6,101.9,18,14,0,Moderate,PM10,DEMO,SIMULATED
2025-01,BLR_ST08,City Railway Station / Majestic,Winter,244,102.9,198.5,4,15,11,Poor,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,111,61.2,115.5,17,17,0,Moderate,PM10,DEMO,SIMULATED
2025-01,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,242,102.5,193.0,5,12,13,Poor,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,94,47.7,94.0,18,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-01,BLR_ST12,Yelahanka New Town,Winter,106,52.4,107.4,17,18,0,Moderate,PM10,DEMO,SIMULATED
2025-01,BLR_ST13,Electronic City Phase 1,Winter,154,76.0,159.7,15,14,1,Moderate,PM2.5,DEMO,SIMULATED
2025-01,BLR_ST14,Mysore Road / Nayandahalli,Winter,204,91.0,187.7,9,13,8,Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST01,Silk Board Junction,Winter,269,110.7,179.6,2,12,16,Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST02,BTM Layout CAAQMS,Winter,144,73.1,135.2,15,16,0,Moderate,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST03,Peenya Industrial Area,Winter,301,120.1,217.7,1,13,16,Very Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST04,Hebbal CAAQMS,Winter,209,92.3,168.9,10,13,7,Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST05,Whitefield Export Promotion Industrial Park,Winter,176,82.7,164.0,12,13,5,Moderate,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST06,Indiranagar 100ft Road,Winter,113,63.5,113.2,17,13,0,Moderate,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST07,Jayanagar 4th Block,Winter,90,48.8,89.9,19,14,0,Satisfactory,PM10,DEMO,SIMULATED
2025-02,BLR_ST08,City Railway Station / Majestic,Winter,257,107.1,178.3,3,18,9,Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Winter,102,54.0,101.8,20,18,0,Moderate,PM10,DEMO,SIMULATED
2025-02,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Winter,226,97.6,186.3,8,13,9,Poor,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Winter,92,46.7,91.6,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-02,BLR_ST12,Yelahanka New Town,Winter,104,56.8,104.8,20,16,0,Moderate,PM10,DEMO,SIMULATED
2025-02,BLR_ST13,Electronic City Phase 1,Winter,180,83.8,150.2,14,16,0,Moderate,PM2.5,DEMO,SIMULATED
2025-02,BLR_ST14,Mysore Road / Nayandahalli,Winter,214,93.9,181.2,6,16,8,Poor,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST01,Silk Board Junction,Summer,158,77.3,148.1,12,13,5,Moderate,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST02,BTM Layout CAAQMS,Summer,102,54.8,101.6,17,16,0,Moderate,PM10,DEMO,SIMULATED
2025-03,BLR_ST03,Peenya Industrial Area,Summer,203,90.7,184.4,7,13,10,Poor,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST04,Hebbal CAAQMS,Summer,125,67.4,132.2,17,18,0,Moderate,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,126,67.6,124.7,18,14,0,Moderate,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST06,Indiranagar 100ft Road,Summer,82,47.6,81.9,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2025-03,BLR_ST07,Jayanagar 4th Block,Summer,78,39.7,77.4,20,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-03,BLR_ST08,City Railway Station / Majestic,Summer,159,77.7,137.7,16,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,82,44.4,82.0,21,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-03,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Summer,130,68.9,139.7,16,15,0,Moderate,PM2.5,DEMO,SIMULATED
2025-03,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Summer,67,34.3,66.3,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-03,BLR_ST12,Yelahanka New Town,Summer,74,43.6,73.6,23,17,0,Satisfactory,PM10,DEMO,SIMULATED
2025-03,BLR_ST13,Electronic City Phase 1,Summer,111,59.6,115.9,19,17,0,Moderate,PM10,DEMO,SIMULATED
2025-03,BLR_ST14,Mysore Road / Nayandahalli,Summer,150,74.7,136.8,14,15,1,Moderate,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST01,Silk Board Junction,Summer,177,83.1,138.2,11,14,5,Moderate,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST02,BTM Layout CAAQMS,Summer,105,55.2,106.0,18,13,0,Moderate,PM10,DEMO,SIMULATED
2025-04,BLR_ST03,Peenya Industrial Area,Summer,227,97.9,167.8,5,15,10,Poor,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST04,Hebbal CAAQMS,Summer,127,67.6,139.3,18,14,0,Moderate,PM10,DEMO,SIMULATED
2025-04,BLR_ST05,Whitefield Export Promotion Industrial Park,Summer,119,65.6,117.8,17,13,0,Moderate,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST06,Indiranagar 100ft Road,Summer,92,43.0,91.9,18,15,0,Satisfactory,PM10,DEMO,SIMULATED
2025-04,BLR_ST07,Jayanagar 4th Block,Summer,76,39.9,75.6,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2025-04,BLR_ST08,City Railway Station / Majestic,Summer,175,82.5,139.0,14,17,0,Moderate,PM2.5,DEMO,SIMULATED
2025-04,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Summer,83,43.9,82.3,19,16,0,Satisfactory,PM10,DEMO,SIMULATED
