date,station_id,station_name,daily_mean_aqi,daily_max_aqi,daily_min_aqi,daily_mean_pm25,daily_max_pm25,daily_min_pm25,daily_mean_pm10,aqi_category,primary_pollutant,data_source,data_quality
2026-06-16,BLR_ST05,Whitefield Export Promotion Industrial Park,111,150,78,59.0,85.5,38.4,115.1,Moderate,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST06,Indiranagar 100ft Road,74,100,52,38.9,56.4,25.3,73.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST07,Jayanagar 4th Block,66,89,46,34.2,49.6,22.2,64.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST08,City Railway Station / Majestic,152,205,106,75.4,109.3,49.0,140.8,Moderate,PM2.5,DEMO,SIMULATED
2026-06-16,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),69,93,48,35.9,52.1,23.3,67.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),115,155,80,64.3,93.2,41.8,121.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-16,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),58,78,41,31.0,44.9,20.2,57.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST12,Yelahanka New Town,74,100,52,38.9,56.4,25.3,73.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST13,Electronic City Phase 1,96,130,67,50.4,73.1,32.8,95.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-16,BLR_ST14,Mysore Road / Nayandahalli,119,161,83,65.5,95.0,42.6,125.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-17,BLR_ST01,Silk Board Junction,154,208,108,76.1,110.3,49.5,137.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-17,BLR_ST02,BTM Layout CAAQMS,80,108,56,42.3,61.3,27.5,80.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST03,Peenya Industrial Area,170,230,119,80.9,117.3,52.6,154.8,Moderate,PM2.5,DEMO,SIMULATED
2026-06-17,BLR_ST04,Hebbal CAAQMS,106,143,74,56.0,81.2,36.4,107.9,Moderate,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST05,Whitefield Export Promotion Industrial Park,103,139,72,52.8,76.6,34.3,103.2,Moderate,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST06,Indiranagar 100ft Road,81,109,57,42.9,62.2,27.9,81.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST07,Jayanagar 4th Block,60,81,42,31.0,44.9,20.2,58.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST08,City Railway Station / Majestic,139,188,97,71.6,103.8,46.5,133.7,Moderate,PM2.5,DEMO,SIMULATED
2026-06-17,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),80,108,56,41.8,60.6,27.2,79.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),145,196,102,73.3,106.3,47.6,138.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-17,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),60,81,42,31.7,46.0,20.6,58.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST12,Yelahanka New Town,64,86,45,33.7,48.9,21.9,63.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST13,Electronic City Phase 1,91,123,64,48.1,69.7,31.3,91.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-17,BLR_ST14,Mysore Road / Nayandahalli,112,151,78,61.1,88.6,39.7,116.8,Moderate,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST01,Silk Board Junction,154,208,108,76.1,110.3,49.5,137.7,Moderate,PM2.5,DEMO,SIMULATED
2026-06-18,BLR_ST02,BTM Layout CAAQMS,82,111,57,43.2,62.6,28.1,81.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST03,Peenya Industrial Area,158,213,111,77.3,112.1,50.2,147.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-18,BLR_ST04,Hebbal CAAQMS,123,166,86,66.6,96.6,43.3,128.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-18,BLR_ST05,Whitefield Export Promotion Industrial Park,101,136,71,51.3,74.4,33.3,100.3,Moderate,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST06,Indiranagar 100ft Road,83,112,58,43.6,63.2,28.3,82.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST07,Jayanagar 4th Block,71,96,50,37.0,53.6,24.1,70.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST08,City Railway Station / Majestic,111,150,78,62.0,89.9,40.3,115.8,Moderate,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),82,111,57,43.2,62.6,28.1,81.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),109,147,76,59.7,86.6,38.8,112.6,Moderate,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),61,82,43,32.4,47.0,21.1,60.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST12,Yelahanka New Town,62,84,43,32.4,47.0,21.1,60.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST13,Electronic City Phase 1,104,140,73,55.2,80.0,35.9,104.7,Moderate,PM10,DEMO,SIMULATED
2026-06-18,BLR_ST14,Mysore Road / Nayandahalli,113,153,79,61.6,89.3,40.0,117.8,Moderate,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST01,Silk Board Junction,152,205,106,75.6,109.6,49.1,136.7,Moderate,PM2.5,DEMO,SIMULATED
2026-06-19,BLR_ST02,BTM Layout CAAQMS,93,126,65,49.0,71.0,31.9,92.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST03,Peenya Industrial Area,146,197,102,73.7,106.9,47.9,141.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-19,BLR_ST04,Hebbal CAAQMS,111,150,78,59.4,86.1,38.6,114.5,Moderate,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST05,Whitefield Export Promotion Industrial Park,110,148,77,58.4,84.7,38.0,114.1,Moderate,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST06,Indiranagar 100ft Road,84,113,59,44.2,64.1,28.7,83.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST07,Jayanagar 4th Block,60,81,42,31.3,45.4,20.3,59.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST08,City Railway Station / Majestic,110,148,77,61.2,88.7,39.8,114.2,Moderate,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),78,105,55,40.7,59.0,26.5,77.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),122,165,85,66.3,96.1,43.1,125.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-19,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),59,80,41,31.1,45.1,20.2,57.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST12,Yelahanka New Town,77,104,54,40.6,58.9,26.4,76.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST13,Electronic City Phase 1,96,130,67,50.7,73.5,33.0,96.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-19,BLR_ST14,Mysore Road / Nayandahalli,107,144,75,56.8,82.4,36.9,108.6,Moderate,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST01,Silk Board Junction,126,170,88,67.5,97.9,43.9,122.2,Moderate,PM2.5,DEMO,SIMULATED
2026-06-20,BLR_ST02,BTM Layout CAAQMS,81,109,57,42.6,61.8,27.7,80.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST03,Peenya Industrial Area,170,230,119,81.0,117.5,52.6,155.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-20,BLR_ST04,Hebbal CAAQMS,114,154,80,61.8,89.6,40.2,119.1,Moderate,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST05,Whitefield Export Promotion Industrial Park,109,147,76,57.1,82.8,37.1,111.4,Moderate,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST06,Indiranagar 100ft Road,82,111,57,43.2,62.6,28.1,81.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST07,Jayanagar 4th Block,69,93,48,36.1,52.3,23.5,68.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST08,City Railway Station / Majestic,144,194,101,72.9,105.7,47.4,136.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-20,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),76,103,53,39.6,57.4,25.7,75.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),112,151,78,61.5,89.2,40.0,116.0,Moderate,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),60,81,42,32.0,46.4,20.8,59.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST12,Yelahanka New Town,69,93,48,36.4,52.8,23.7,68.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST13,Electronic City Phase 1,105,142,74,55.9,81.1,36.3,105.9,Moderate,PM10,DEMO,SIMULATED
2026-06-20,BLR_ST14,Mysore Road / Nayandahalli,109,147,76,58.8,85.3,38.2,112.4,Moderate,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST01,Silk Board Junction,112,151,78,63.4,91.9,41.2,114.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-21,BLR_ST02,BTM Layout CAAQMS,97,131,68,51.5,74.7,33.5,97.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST03,Peenya Industrial Area,194,262,136,88.2,127.9,57.3,168.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-21,BLR_ST04,Hebbal CAAQMS,111,150,78,59.9,86.9,38.9,115.6,Moderate,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST05,Whitefield Export Promotion Industrial Park,98,132,69,50.2,72.8,32.6,98.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST06,Indiranagar 100ft Road,76,103,53,40.2,58.3,26.1,75.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST07,Jayanagar 4th Block,67,90,47,35.1,50.9,22.8,66.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST08,City Railway Station / Majestic,125,169,88,67.3,97.6,43.7,125.8,Moderate,PM2.5,DEMO,SIMULATED
2026-06-21,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),80,108,56,42.3,61.3,27.5,80.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),140,189,98,71.7,104.0,46.6,135.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-21,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),66,89,46,34.9,50.6,22.7,64.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST12,Yelahanka New Town,63,85,44,33.0,47.9,21.4,61.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST13,Electronic City Phase 1,106,143,74,57.0,82.6,37.1,108.0,Moderate,PM10,DEMO,SIMULATED
2026-06-21,BLR_ST14,Mysore Road / Nayandahalli,114,154,80,62.5,90.6,40.6,119.4,Moderate,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST01,Silk Board Junction,128,173,90,68.3,99.0,44.4,123.5,Moderate,PM2.5,DEMO,SIMULATED
2026-06-22,BLR_ST02,BTM Layout CAAQMS,92,124,64,48.8,70.8,31.7,92.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST03,Peenya Industrial Area,181,244,127,84.1,121.9,54.7,161.0,Moderate,PM2.5,DEMO,SIMULATED
2026-06-22,BLR_ST04,Hebbal CAAQMS,121,163,85,66.2,96.0,43.0,127.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-22,BLR_ST05,Whitefield Export Promotion Industrial Park,111,150,78,58.6,85.0,38.1,114.4,Moderate,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST06,Indiranagar 100ft Road,67,90,47,35.4,51.3,23.0,66.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST07,Jayanagar 4th Block,59,80,41,30.6,44.4,19.9,58.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST08,City Railway Station / Majestic,112,151,78,62.7,90.9,40.8,117.1,Moderate,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),64,86,45,33.6,48.7,21.8,63.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),106,143,74,57.1,82.8,37.1,107.7,Moderate,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),63,85,44,33.6,48.7,21.8,62.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST12,Yelahanka New Town,68,92,48,36.0,52.2,23.4,67.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST13,Electronic City Phase 1,102,138,71,53.7,77.9,34.9,101.9,Moderate,PM10,DEMO,SIMULATED
2026-06-22,BLR_ST14,Mysore Road / Nayandahalli,112,151,78,61.1,88.6,39.7,116.9,Moderate,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST01,Silk Board Junction,130,176,91,68.7,99.6,44.7,124.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-23,BLR_ST02,BTM Layout CAAQMS,92,124,64,48.7,70.6,31.7,92.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST03,Peenya Industrial Area,137,185,96,70.8,102.7,46.0,135.5,Moderate,PM2.5,DEMO,SIMULATED
2026-06-23,BLR_ST04,Hebbal CAAQMS,111,150,78,59.9,86.9,38.9,115.4,Moderate,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST05,Whitefield Export Promotion Industrial Park,107,144,75,56.2,81.5,36.5,109.8,Moderate,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST06,Indiranagar 100ft Road,72,97,50,37.6,54.5,24.4,71.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST07,Jayanagar 4th Block,62,84,43,32.4,47.0,21.1,61.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST08,City Railway Station / Majestic,122,165,85,66.3,96.1,43.1,123.8,Moderate,PM2.5,DEMO,SIMULATED
2026-06-23,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),67,90,47,34.9,50.6,22.7,66.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),128,173,90,68.1,98.7,44.3,128.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-23,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),59,80,41,31.6,45.8,20.5,58.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST12,Yelahanka New Town,66,89,46,34.8,50.5,22.6,65.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST13,Electronic City Phase 1,102,138,71,53.5,77.6,34.8,101.5,Moderate,PM10,DEMO,SIMULATED
2026-06-23,BLR_ST14,Mysore Road / Nayandahalli,120,162,84,65.7,95.3,42.7,125.5,Moderate,PM2.5,DEMO,SIMULATED
2026-06-24,BLR_ST01,Silk Board Junction,143,193,100,72.8,105.6,47.3,131.7,Moderate,PM2.5,DEMO,SIMULATED
2026-06-24,BLR_ST02,BTM Layout CAAQMS,79,107,55,41.4,60.0,26.9,78.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST03,Peenya Industrial Area,173,234,121,81.9,118.8,53.2,156.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-24,BLR_ST04,Hebbal CAAQMS,114,154,80,62.3,90.3,40.5,120.0,Moderate,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST05,Whitefield Export Promotion Industrial Park,111,150,78,58.9,85.4,38.3,115.0,Moderate,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST06,Indiranagar 100ft Road,67,90,47,35.3,51.2,22.9,66.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST07,Jayanagar 4th Block,58,78,41,30.4,44.1,19.8,57.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST08,City Railway Station / Majestic,117,158,82,64.7,93.8,42.1,120.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-24,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),71,96,50,36.9,53.5,24.0,69.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),117,158,82,64.7,93.8,42.1,122.2,Moderate,PM2.5,DEMO,SIMULATED
2026-06-24,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),56,76,39,29.7,43.1,19.3,55.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST12,Yelahanka New Town,71,96,50,37.6,54.5,24.4,70.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST13,Electronic City Phase 1,103,139,72,54.5,79.0,35.4,103.4,Moderate,PM10,DEMO,SIMULATED
2026-06-24,BLR_ST14,Mysore Road / Nayandahalli,104,140,73,54.9,79.6,35.7,105.0,Moderate,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST01,Silk Board Junction,143,193,100,72.8,105.6,47.3,131.7,Moderate,PM2.5,DEMO,SIMULATED
2026-06-25,BLR_ST02,BTM Layout CAAQMS,91,123,64,48.2,69.9,31.3,91.1,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST03,Peenya Industrial Area,139,188,97,71.5,103.7,46.5,136.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-25,BLR_ST04,Hebbal CAAQMS,118,159,83,65.0,94.2,42.2,125.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-25,BLR_ST05,Whitefield Export Promotion Industrial Park,105,142,74,54.4,78.9,35.4,106.2,Moderate,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST06,Indiranagar 100ft Road,80,108,56,42.0,60.9,27.3,79.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST07,Jayanagar 4th Block,68,92,48,35.4,51.3,23.0,67.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST08,City Railway Station / Majestic,109,147,76,60.2,87.3,39.1,112.3,Moderate,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),65,88,46,33.8,49.0,22.0,63.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),124,167,87,67.0,97.1,43.6,126.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-25,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),55,74,38,29.2,42.3,19.0,54.2,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST12,Yelahanka New Town,73,99,51,38.6,56.0,25.1,72.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST13,Electronic City Phase 1,103,139,72,54.6,79.2,35.5,103.5,Moderate,PM10,DEMO,SIMULATED
2026-06-25,BLR_ST14,Mysore Road / Nayandahalli,102,138,71,53.3,77.3,34.6,101.9,Moderate,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST01,Silk Board Junction,147,198,103,74.0,107.3,48.1,133.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-26,BLR_ST02,BTM Layout CAAQMS,82,111,57,43.2,62.6,28.1,81.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST03,Peenya Industrial Area,131,177,92,69.2,100.3,45.0,132.5,Moderate,PM2.5,DEMO,SIMULATED
2026-06-26,BLR_ST04,Hebbal CAAQMS,113,153,79,61.3,88.9,39.8,118.2,Moderate,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST05,Whitefield Export Promotion Industrial Park,106,143,74,54.7,79.3,35.6,106.9,Moderate,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST06,Indiranagar 100ft Road,67,90,47,35.1,50.9,22.8,66.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST07,Jayanagar 4th Block,63,85,44,33.0,47.9,21.4,62.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST08,City Railway Station / Majestic,112,151,78,62.8,91.1,40.8,117.3,Moderate,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),70,94,49,36.9,53.5,24.0,69.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),114,154,80,63.4,91.9,41.2,119.6,Moderate,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),56,76,39,29.8,43.2,19.4,55.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST12,Yelahanka New Town,63,85,44,33.1,48.0,21.5,62.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST13,Electronic City Phase 1,88,119,62,46.1,66.8,30.0,87.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-26,BLR_ST14,Mysore Road / Nayandahalli,112,151,78,60.8,88.2,39.5,116.2,Moderate,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST01,Silk Board Junction,141,190,99,72.2,104.7,46.9,130.6,Moderate,PM2.5,DEMO,SIMULATED
2026-06-27,BLR_ST02,BTM Layout CAAQMS,81,109,57,42.4,61.5,27.6,80.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST03,Peenya Industrial Area,157,212,110,77.0,111.6,50.1,147.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-27,BLR_ST04,Hebbal CAAQMS,100,135,70,51.6,74.8,33.5,99.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST05,Whitefield Export Promotion Industrial Park,110,148,77,58.1,84.2,37.8,113.4,Moderate,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST06,Indiranagar 100ft Road,70,94,49,36.5,52.9,23.7,68.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST07,Jayanagar 4th Block,63,85,44,33.0,47.9,21.4,62.4,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST08,City Railway Station / Majestic,112,151,78,62.8,91.1,40.8,117.3,Moderate,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),64,86,45,33.6,48.7,21.8,63.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),129,174,90,68.4,99.2,44.5,129.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-27,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),62,84,43,33.2,48.1,21.6,61.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST12,Yelahanka New Town,67,90,47,35.4,51.3,23.0,66.3,Satisfactory,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST13,Electronic City Phase 1,105,142,74,55.7,80.8,36.2,105.6,Moderate,PM10,DEMO,SIMULATED
2026-06-27,BLR_ST14,Mysore Road / Nayandahalli,114,154,80,62.8,91.1,40.8,120.1,Moderate,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST01,Silk Board Junction,123,166,86,66.8,96.9,43.4,120.9,Moderate,PM2.5,DEMO,SIMULATED
2026-06-28,BLR_ST02,BTM Layout CAAQMS,82,111,57,43.2,62.6,28.1,81.8,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST03,Peenya Industrial Area,150,202,105,74.9,108.6,48.7,143.3,Moderate,PM2.5,DEMO,SIMULATED
2026-06-28,BLR_ST04,Hebbal CAAQMS,112,151,78,60.7,88.0,39.5,117.0,Moderate,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST05,Whitefield Export Promotion Industrial Park,98,132,69,50.2,72.8,32.6,98.0,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST06,Indiranagar 100ft Road,66,89,46,34.7,50.3,22.6,65.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST07,Jayanagar 4th Block,61,82,43,32.0,46.4,20.8,60.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST08,City Railway Station / Majestic,115,155,80,64.3,93.2,41.8,120.0,Moderate,PM2.5,DEMO,SIMULATED
2026-06-28,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),76,103,53,40.0,58.0,26.0,75.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),106,143,74,56.9,82.5,37.0,107.4,Moderate,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),61,82,43,32.6,47.3,21.2,60.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST12,Yelahanka New Town,73,99,51,38.7,56.1,25.2,72.6,Satisfactory,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST13,Electronic City Phase 1,105,142,74,55.8,80.9,36.3,105.9,Moderate,PM10,DEMO,SIMULATED
2026-06-28,BLR_ST14,Mysore Road / Nayandahalli,102,138,71,52.9,76.7,34.4,101.2,Moderate,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST01,Silk Board Junction,125,169,88,67.2,97.4,43.7,121.5,Moderate,PM2.5,DEMO,SIMULATED
2026-06-29,BLR_ST02,BTM Layout CAAQMS,81,109,57,42.5,61.6,27.6,80.5,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST03,Peenya Industrial Area,174,235,122,82.2,119.2,53.4,157.4,Moderate,PM2.5,DEMO,SIMULATED
2026-06-29,BLR_ST04,Hebbal CAAQMS,105,142,74,54.9,79.6,35.7,105.9,Moderate,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST05,Whitefield Export Promotion Industrial Park,104,140,73,53.5,77.6,34.8,104.4,Moderate,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST06,Indiranagar 100ft Road,65,88,46,33.9,49.2,22.0,63.9,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST07,Jayanagar 4th Block,59,80,41,30.4,44.1,19.8,57.7,Satisfactory,PM10,DEMO,SIMULATED
2026-06-29,BLR_ST08,City Railway Station / Majestic,117,158,82,64.8,94.0,42.1,121.1,Moderate,PM2.5,DEMO,SIMULATED
2026-06-29,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),66,89,46,34.5,50.0,22.4,65.4,Satisfactory,PM10,DEMO,SIMULATED
